244675,76,83,80,85,70,82,74,77,85,85,83,81,79,77,84,75,63,84,80,82,84,79,84,85,85,85,71,82,67,70,60,88,86,80,80,15,11,6,15,7
210008,81,79,81,80,77,84,75,86,88,79,83,77,76,69,84,78,59,85,80,73,69,69,84,84,81,85,78,83,72,79,74,90,94,82,77,9,12,9,7,15
212616,75,78,83,83,76,83,74,76,79,75,82,83,71,66,85,78,76,85,84,84,77,78,81,85,84,81,80,58,76,80,75,76,88,79,86,13,12,10,7,14
241096,79,74,82,80,81,83,78,79,76,69,85,77,68,64,79,78,81,86,83,75,76,77,84,85,78,84,84,70,81,84,81,83,83,82,84,13,9,8,7,7
226161,89,79,78,81,78,82,87,91,79,80,84,79,66,65,79,76,63,81,80,78,83,74,81,82,81,79,80,67,77,82,74,84,92,77,80,13,6,6,11,15
209658,77,78,80,80,80,82,72,81,84,76,83,82,74,60,79,74,70,85,84,76,74,71,85,82,80,82,85,84,75,83,75,84,69,87,83,13,8,15,11,9
255253,72,80,86,90,75,70,75,69,81,80,77,84,62,88,90,78,69,90,89,81,91,89,88,88,91,88,85,52,74,79,69,66,87,59,77,12,13,8,5,5
209331,89,88,86,90,45,76,88,89,93,94,83,78,83,88,89,86,69,88,81,88,86,91,94,90,90,93,55,59,38,43,41,79,88,75,63,14,14,9,11,14
204923,74,80,80,80,76,76,76,72,78,76,87,83,83,80,79,77,78,82,80,77,77,78,83,82,78,83,80,62,79,75,77,71,78,75,79,11,13,14,15,13
234378,72,73,84,80,83,83,71,73,77,64,87,83,50,71,79,88,75,86,86,86,63,65,85,84,82,86,86,72,81,86,85,80,92,78,85,8,11,14,5,9
210514,83,73,84,84,78,74,88,78,81,69,80,79,62,52,85,86,69,86,79,87,79,78,84,86,85,85,79,72,75,81,77,82,88,65,76,6,9,15,14,14
228702,82,71,85,87,78,77,80,83,78,75,68,69,70,53,88,78,64,90,87,84,87,79,87,88,86,90,82,72,76,78,77,82,87,73,74,7,13,10,10,9
240638,79,79,82,85,77,77,83,75,86,78,85,83,65,59,84,73,70,87,84,77,82,79,85,88,84,84,80,61,78,80,72,77,92,69,80,6,10,9,14,9
236772,79,82,84,82,67,76,76,81,83,79,89,79,81,83,83,83,83,85,83,87,78,68,83,84,83,82,67,65,65,72,63,76,89,69,75,10,10,13,10,6
233419,91,84,85,87,53,75,90,91,89,87,83,82,72,78,87,86,79,85,80,85,88,79,87,88,88,85,56,74,49,54,38,82,91,65,77,8,7,13,8,14
246669,84,82,85,88,60,73,87,81,86,84,79,81,79,87,86,90,74,85,77,88,85,88,88,88,89,82,62,49,60,62,60,72,86,68,68,7,8,13,9,13
223848,62,80,81,81,78,88,60,64,83,81,82,80,74,64,84,71,83,82,86,81,58,62,80,87,84,84,76,86,77,76,80,88,92,90,79,7,10,7,16,7
251854,77,73,85,91,78,77,79,76,86,77,68,76,56,53,91,76,62,90,88,79,89,92,87,91,91,90,87,50,74,85,79,72,90,73,72,12,7,11,8,8
247851,66,75,84,84,79,81,66,66,77,73,76,82,65,65,86,76,63,88,88,83,73,79,85,86,86,88,82,66,78,82,81,75,90,76,86,7,11,15,11,11
231443,91,88,83,93,50,69,93,89,95,90,91,85,79,80,84,80,68,89,78,85,94,81,91,94,94,88,45,74,49,49,39,84,76,69,58,6,6,14,10,13
272834,74,71,80,84,82,83,77,71,77,69,78,68,75,60,84,67,53,86,86,74,84,86,83,86,83,85,84,72,83,83,80,83,92,78,84,8,7,5,13,13
246104,76,76,81,85,81,81,76,76,75,78,79,76,71,58,81,74,70,86,82,76,76,70,84,87,88,88,88,67,80,82,78,81,85,80,76,12,8,6,11,12
231478,81,88,75,84,51,83,83,80,93,93,87,80,92,74,79,68,65,78,72,84,88,87,92,84,81,88,48,86,45,50,45,91,86,80,87,11,8,8,8,13
192883,77,78,82,83,72,75,79,75,83,78,81,76,79,72,84,76,69,85,82,83,81,80,83,86,82,85,75,68,71,74,70,77,84,67,82,5,11,14,5,7
192985,66,83,92,84,65,72,65,66,81,78,90,87,81,83,92,93,83,92,93,93,68,66,89,89,85,87,65,55,65,70,55,70,66,74,73,15,13,5,10,13
240679,70,79,83,78,75,75,71,70,80,76,82,84,72,85,84,79,80,85,84,74,69,69,82,83,76,81,78,72,76,74,72,79,83,71,72,14,8,14,12,10
247635,86,80,83,88,58,78,85,86,87,81,78,86,64,70,85,79,74,87,78,86,86,84,84,88,89,84,58,62,53,62,52,87,83,76,73,9,15,8,14,8
210035,72,73,87,85,74,67,76,68,78,67,84,83,63,54,85,91,89,86,86,89,84,86,85,86,84,83,79,62,76,75,69,68,91,54,69,7,13,10,7,13
238074,76,71,82,77,81,81,75,76,74,67,85,70,67,65,78,88,81,81,80,83,66,71,80,79,78,82,80,75,82,82,80,87,67,86,83,8,12,7,13,11
208574,82,76,81,80,70,77,79,84,78,71,85,78,75,66,78,87,80,80,79,85,76,78,77,81,81,82,69,59,70,74,72,78,78,77,76,13,14,12,12,13
238216,75,76,80,78,79,84,72,77,82,74,81,77,70,63,80,75,73,83,81,73,73,72,82,80,78,81,80,66,79,81,79,79,93,78,87,7,6,15,9,9
225193,63,79,80,80,81,80,64,63,81,80,85,76,58,70,80,77,69,84,80,80,63,63,84,84,82,81,83,87,78,82,76,85,82,78,83,9,12,9,13,14
247090,68,75,85,81,73,75,68,68,78,72,82,76,77,73,86,79,76,88,89,84,75,78,86,85,80,82,74,71,72,75,72,74,85,67,83,8,6,7,8,10
209297,77,71,78,82,76,75,79,75,79,67,79,74,68,64,79,75,74,80,78,79,89,88,84,81,80,76,82,56,75,80,74,73,83,68,85,7,16,15,11,15
197445,68,71,82,79,82,75,64,72,71,62,82,78,67,79,78,83,85,86,80,76,71,77,83,83,77,84,83,75,84,83,80,79,72,77,73,5,7,14,15,9
226754,76,72,80,83,76,74,79,73,71,67,82,74,64,72,77,78,75,84,82,79,86,84,80,82,83,83,76,62,75,81,76,76,78,69,83,9,12,10,16,15
263205,93,77,72,79,69,90,92,93,81,76,86,74,77,58,78,71,50,75,69,71,85,81,80,79,77,72,67,70,71,68,64,92,93,90,86,13,9,11,13,8
243576,78,73,81,80,77,76,78,78,76,68,84,75,64,66,80,87,78,80,78,85,80,71,80,81,80,79,78,69,76,79,77,77,91,68,75,15,7,14,5,7
231747,97,90,81,92,37,76,97,97,91,92,91,86,87,82,83,78,69,87,74,80,93,82,91,93,92,88,38,78,26,34,32,90,83,77,61,13,5,7,11,6
222665,68,79,88,87,67,65,68,68,78,79,82,80,79,68,90,86,82,90,88,84,85,83,88,88,87,87,69,55,68,72,57,63,88,55,64,14,15,15,8,10
210411,78,71,82,85,70,75,81,76,80,71,73,68,69,72,85,79,72,83,82,80,85,83,84,85,86,81,66,65,69,76,65,76,86,65,87,11,12,9,10,15
243245,72,80,84,80,70,79,75,69,80,78,83,85,72,81,85,81,82,84,85,82,79,77,80,83,78,81,74,41,73,74,69,67,88,75,82,9,6,10,6,12
224334,76,69,77,81,71,80,79,74,80,63,74,72,66,75,78,84,74,75,72,85,80,87,77,82,81,77,74,75,65,74,73,88,80,81,73,8,14,13,13,14
237238,76,82,77,80,80,85,70,80,87,84,86,81,76,60,79,66,60,84,81,69,55,48,86,85,84,80,81,81,78,81,75,86,92,82,84,9,6,6,10,11
202126,64,92,83,82,48,82,62,66,94,93,91,89,89,93,86,80,69,86,79,82,67,72,94,87,80,92,42,90,46,44,38,87,76,86,80,8,10,11,14,11
248243,80,68,81,84,78,80,81,80,73,64,75,70,59,62,83,77,59,86,84,74,82,81,82,86,84,84,82,64,76,82,81,82,84,79,79,12,6,8,12,12
224293,57,75,87,77,77,76,58,57,62,66,86,83,82,84,87,85,81,88,88,84,64,73,85,84,74,88,79,57,81,79,79,68,80,74,76,16,12,10,8,10
246863,82,74,73,81,80,86,77,86,76,73,81,73,66,55,77,59,49,80,80,72,77,76,80,82,83,79,79,83,78,83,80,94,78,90,82,6,10,12,13,8
258648,78,72,77,79,79,76,79,78,79,68,79,77,73,52,76,79,74,78,74,77,79,72,81,80,80,78,79,76,79,80,79,85,80,72,80,11,12,5,12,13
210881,69,77,78,80,77,83,69,69,77,76,84,77,75,55,79,76,61,81,80,76,77,85,81,80,81,77,79,57,79,82,75,74,92,79,86,9,13,12,10,12
225201,84,77,79,84,65,69,85,84,82,79,78,72,70,72,77,81,80,80,73,82,87,88,79,83,84,83,65,73,65,65,61,79,80,59,76,14,16,8,6,13
208333,77,76,72,74,82,84,67,85,70,71,85,78,69,85,69,63,64,77,74,77,65,72,79,75,73,83,78,82,79,86,85,81,76,86,91,14,8,8,13,11
228251,75,77,80,80,73,73,76,74,77,76,79,76,74,80,83,74,79,84,80,74,79,72,79,84,78,78,69,74,73,74,72,81,77,70,74,12,7,10,13,11
240950,77,82,83,84,63,68,79,76,85,84,78,83,79,82,84,83,81,85,80,82,82,78,83,84,84,85,71,59,63,65,48,72,81,62,64,15,11,15,7,8
223334,74,73,77,81,82,90,69,78,79,75,84,63,60,61,80,73,38,84,79,62,68,66,85,83,83,83,84,82,79,84,77,90,89,90,91,9,13,8,13,13
252145,95,65,76,82,80,77,94,95,77,61,80,64,54,45,72,81,59,80,72,77,87,84,83,82,81,82,79,73,77,86,81,87,83,73,75,7,8,8,12,15
188545,74,89,79,85,44,84,73,74,90,92,89,82,86,90,81,76,84,84,70,79,77,83,89,88,84,87,49,87,35,42,19,91,76,89,81,15,6,12,8,10
247246,78,76,77,80,81,81,76,80,78,77,79,75,65,60,78,72,56,83,80,72,75,65,79,83,81,82,81,76,80,84,75,87,81,79,84,7,9,14,11,9
181458,75,80,81,79,69,75,74,76,84,78,85,79,85,77,79,84,75,82,77,82,73,70,80,83,78,84,69,77,68,69,65,84,76,75,69,6,7,10,9,6
243014,88,84,79,84,49,76,90,87,84,87,83,77,85,85,80,84,72,80,69,84,90,85,81,84,83,83,52,63,53,41,37,81,85,71,74,7,14,15,13,14
216393,54,79,85,80,75,72,51,57,77,77,85,76,83,75,87,80,78,87,88,84,62,77,85,86,79,88,75,70,74,77,80,68,87,69,64,6,8,10,14,12
195479,80,71,78,75,69,79,77,83,75,64,78,72,76,85,77,82,84,76,78,82,75,83,74,75,73,76,71,66,67,71,69,81,88,78,69,15,13,8,11,12
256790,80,82,80,90,66,65,85,75,88,86,80,82,75,61,84,70,59,87,79,75,94,93,89,85,94,83,65,75,64,66,61,80,73,61,59,6,9,8,8,11
239231,75,64,79,80,82,79,77,74,76,61,73,63,55,57,77,81,63,82,79,79,82,83,84,80,78,79,82,72,83,84,82,86,89,70,85,13,7,9,10,11
223959,76,72,78,79,81,79,80,73,76,71,80,74,68,48,79,72,72,83,79,70,82,83,84,81,76,84,83,62,84,82,81,76,92,69,88,5,5,13,7,9
212811,79,67,75,76,78,83,76,81,68,59,80,73,66,68,75,71,66,78,78,77,77,75,79,76,76,80,79,80,77,77,75,91,83,83,82,12,9,15,8,16
177003,68,74,86,86,70,62,72,65,76,68,79,80,76,83,88,86,78,87,86,85,89,90,79,88,84,91,75,55,70,70,72,66,69,58,60,13,9,7,14,9
230938,78,77,73,78,78,86,77,79,76,75,84,78,60,88,74,66,54,80,73,61,70,77,77,80,77,83,79,68,80,80,76,85,92,87,78,9,11,12,12,10
226226,68,81,82,84,68,71,67,68,81,82,83,83,73,65,84,81,81,82,82,82,79,80,80,85,85,82,70,62,64,73,68,71,67,69,82,10,7,10,15,14
231913,74,71,78,80,77,82,73,75,79,71,74,68,59,66,79,76,63,80,79,72,80,80,83,82,78,82,78,68,78,78,75,80,92,78,80,12,14,14,8,13
247394,74,79,84,85,62,81,77,72,83,82,78,74,83,70,86,84,68,86,78,86,77,72,87,86,88,85,65,52,62,66,58,75,91,80,74,14,5,10,10,5
218667,61,78,83,89,71,65,68,55,80,78,79,79,78,64,85,82,67,86,82,84,93,92,87,88,88,86,73,54,70,76,68,58,90,47,78,9,10,14,12,9
256630,80,82,88,90,54,67,82,79,85,84,78,84,81,66,91,87,74,91,87,83,88,87,88,92,90,86,55,43,64,49,44,65,87,59,63,14,14,13,6,10
238744,77,71,77,77,80,80,75,78,78,68,76,73,77,61,76,78,63,78,77,77,68,69,77,78,78,78,78,86,78,82,75,91,81,77,82,7,9,12,9,11
213666,81,76,79,80,76,80,78,84,83,76,82,75,60,56,79,75,57,84,80,70,75,60,79,83,81,82,76,85,75,76,70,94,72,85,75,11,7,12,15,13
202648,77,76,81,80,73,77,78,77,78,75,81,75,74,60,83,74,72,84,82,81,79,76,79,80,81,84,74,60,74,76,74,78,82,75,74,8,9,9,8,12
219683,68,78,78,76,77,79,64,72,82,74,86,82,75,67,80,67,67,82,83,72,62,70,82,80,75,79,79,80,74,79,75,83,82,78,75,7,10,14,9,14
216352,63,73,78,79,78,80,62,64,65,68,80,83,65,69,79,73,74,81,80,79,79,84,75,82,77,82,79,70,75,83,81,73,93,72,85,8,8,15,11,8
251479,76,73,80,79,75,75,78,75,75,70,78,74,68,78,81,85,73,78,79,78,79,78,77,80,78,82,75,65,76,76,75,76,87,67,79,11,8,7,7,8
251806,77,78,76,80,74,83,86,69,78,75,85,83,65,60,78,67,58,82,78,72,81,82,82,81,79,79,78,65,74,76,70,87,79,85,80,5,8,12,11,8
211093,77,76,78,80,72,78,80,75,78,74,80,79,75,66,80,68,61,84,79,75,83,86,80,83,76,83,71,54,76,74,72,72,93,69,81,15,10,8,8,13
236499,67,75,82,80,75,70,69,66,76,70,79,82,77,81,84,81,80,81,81,80,74,78,77,84,79,84,76,62,76,78,72,70,75,65,77,12,6,13,10,7
215590,86,83,80,83,59,67,87,86,86,86,81,81,80,78,82,80,60,84,75,76,80,81,83,83,84,81,49,81,61,61,42,85,70,60,76,12,12,11,14,8
234396,94,66,78,85,74,76,95,93,77,64,74,63,59,54,77,85,44,84,71,72,84,83,86,85,85,78,79,74,72,74,73,95,79,75,72,11,11,6,5,14
239807,82,77,78,82,73,72,84,80,85,79,76,74,71,64,83,67,65,84,79,71,78,75,83,83,82,81,74,71,70,77,72,81,80,64,79,5,10,8,11,10
