238074,"Whipped Pass, Jockey, Bruiser"
208574,"Whipped Pass, Rapid"
238216,"Block, Intercept, Relentless"
225193,"Power Shot, Precision Header, Aerial Fortress, Relentless"
247090,"Long Ball Pass +, First Touch, Press Proven, Relentless"
209297,"Relentless +, Inventive"
197445,"Dead Ball, Anticipate"
226754,"Incisive Pass, Tiki Taka, Technical"
263205,"Low Driven Shot, Aerial Fortress, Rapid, Quick Step, Relentless, Bruiser, Enforcer"
243576,"Power Shot, Long Ball Pass, Tiki Taka, Whipped Pass, Block, Relentless"
231747,"Quick Step +, Finesse Shot, Acrobatic, Low Driven Shot, Gamechanger, Rapid, First Touch"
222665,"Incisive Pass +, Pinged Pass, Inventive, Technical, First Touch"
210411,"Incisive Pass, Pinged Pass, Tiki Taka, Technical, First Touch, Relentless"
243245,"Finesse Shot, Power Shot, Dead Ball, Incisive Pass"
224334,"Power Shot, Long Ball Pass, Inventive, Anticipate, Relentless, Bruiser"
237238,"Precision Header, Low Driven Shot, Incisive Pass, Aerial Fortress, Technical, Enforcer"
202126,"Finesse Shot +, Precision Header, Low Driven Shot, Gamechanger, Long Ball Pass, First Touch"
248243,"Jockey, Block, Technical, Bruiser"
224293,"Dead Ball, Long Ball Pass, Whipped Pass, Inventive, Intercept, Aerial Fortress"
246863,"Block, Aerial Fortress, Press Proven, Bruiser"
258648,"Aerial Fortress, Relentless"
210881,"Press Proven, Relentless, Enforcer"
225201,"Finesse Shot, Rapid"
208333,"Bruiser +, Pinged Pass, Long Ball Pass, Slide Tackle, Press Proven"
228251,"Finesse Shot, Press Proven"
240950,"Finesse Shot, Dead Ball, Incisive Pass, Tiki Taka, Whipped Pass, Inventive, Technical"
223334,"Aerial Fortress, Press Proven, Relentless, Bruiser, Enforcer"
252145,"Quick Step +, Pinged Pass, Whipped Pass, Jockey, Anticipate, Rapid"
188545,"Chip Shot +, Finesse Shot, Power Shot, Precision Header, Low Driven Shot, Incisive Pass, First Touch"
247246,"Pinged Pass, Press Proven, Relentless"
181458,"Dead Ball, Gamechanger, Whipped Pass, Inventive"
243014,"Gamechanger +, Inventive, Rapid, First Touch, Quick Step"
216393,"Pinged Pass +, Power Shot, Incisive Pass, Press Proven"
195479,"Dead Ball, Long Ball Pass, Whipped Pass, Relentless"
256790,"Technical +, Precision Header, Low Driven Shot, Gamechanger, Incisive Pass, Inventive, Trickster"
239231,"Jockey, Block, Press Proven, Relentless"
223959,"Long Ball Pass, Tiki Taka, Jockey, Intercept, Anticipate, Slide Tackle, Relentless"
212811,"Long Ball Pass, Inventive, Intercept, Technical, Relentless"
177003,"Incisive Pass, Long Ball Pass, Whipped Pass, Technical"
230938,"Power Shot, Press Proven, Relentless"
226226,"Finesse Shot, Dead Ball, Incisive Pass, Technical"
231913,"Low Driven Shot, Anticipate, First Touch, Press Proven, Relentless"
247394,"Finesse Shot, Whipped Pass, Press Proven, Relentless"
218667,"Tiki Taka +, Low Driven Shot, Gamechanger, Whipped Pass, Technical, Relentless"
256630,"Incisive Pass +, Finesse Shot, Chip Shot, Low Driven Shot, Inventive, Technical, First Touch"
238744,"Incisive Pass, Aerial Fortress, Long Throw"
213666,"Aerial Fortress, Press Proven, Enforcer"
202648,"Power Shot, Dead Ball, Incisive Pass, Pinged Pass, Long Ball Pass, Inventive, Press Proven"
219683,"Precision Header, Aerial Fortress, First Touch, Relentless"
216352,"Long Ball Pass, Press Proven, Relentless"
251479,"Long Ball Pass, Whipped Pass, Jockey, Press Proven"
251806,"Power Shot, Incisive Pass, Technical, Bruiser"
211093,"Power Shot, Pinged Pass, Long Ball Pass, Press Proven, Relentless"
236499,Press Proven
215590,"Acrobatic, Low Driven Shot, Gamechanger, Incisive Pass, Technical"
234396,"Rapid, Quick Step"
239807,Technical
