id,player_id,version,overall,price,image_url,sm,wf,preferred_foot,accele_type,body_type,club_id,league_id,card_type
77,227323,fc27,86,0,,4,3,Left,Controlled,Average,23,8,NORMAL
78,228702,fc27,86,0,,4,3,Right,Controlled,Average,6,2,NORMAL
79,231432,fc27,86,0,,4,3,Right,Controlled,Average,28,8,NORMAL
80,233731,fc27,86,0,,4,4,Right,Controlled,Average,15,3,NORMAL
81,234577,fc27,86,0,,1,2,Right,Controlled,Average,29,13,NORMAL
82,236772,fc27,86,0,,4,4,Right,Controlled,Average,15,3,NORMAL
83,237238,fc27,86,0,,3,3,Right,Controlled,Average,30,12,NORMAL
84,237383,fc27,86,0,,2,2,Left,Controlled,Average,22,12,NORMAL
85,239231,fc27,86,0,,3,3,Left,Controlled,Average,2,2,NORMAL
86,239580,fc27,86,0,,2,2,Right,Controlled,Average,31,12,NORMAL
87,241651,fc27,86,0,,3,4,Right,Controlled,Average,11,3,NORMAL
88,243404,fc27,86,0,,3,3,Right,Controlled,Average,12,1,NORMAL
89,245879,fc27,86,0,,4,4,Left,Controlled,Average,18,10,NORMAL
90,246191,fc27,86,0,,4,4,Right,Controlled,Average,14,2,NORMAL
91,246272,fc27,86,0,,4,4,Right,Controlled,Average,18,10,NORMAL
92,247090,fc27,86,0,,3,4,Right,Controlled,Average,32,3,NORMAL
93,247851,fc27,86,0,,3,3,Right,Controlled,Average,11,3,NORMAL
94,251570,fc27,86,0,,5,5,Left,Controlled,Average,3,3,NORMAL
95,252154,fc27,86,0,,1,3,Right,Controlled,Average,33,12,NORMAL
96,256079,fc27,86,0,,3,3,Right,Controlled,Average,32,3,NORMAL
97,256630,fc27,86,0,,4,4,Right,Controlled,Average,15,3,NORMAL
98,257001,fc27,86,0,,4,4,Right,Controlled,Average,12,1,NORMAL
99,259532,fc27,86,0,,1,3,Right,Controlled,Average,6,2,NORMAL
100,265239,fc27,86,0,,4,3,Left,Controlled,Average,26,1,NORMAL
101,265674,fc27,86,0,,4,3,Left,Controlled,Average,18,10,NORMAL
102,271421,fc27,86,0,,5,4,Right,Controlled,Average,5,5,NORMAL
103,278046,fc27,86,0,,2,4,Right,Controlled,Average,6,2,NORMAL
104,177003,fc27,85,0,,4,4,Right,Controlled,Average,21,12,NORMAL
105,192985,fc27,85,0,,4,5,Right,Controlled,Average,30,12,NORMAL
106,199503,fc27,85,0,,3,3,Left,Controlled,Average,34,3,NORMAL
107,202811,fc27,85,0,,1,4,Right,Controlled,Average,35,3,NORMAL
108,204935,fc27,85,0,,1,4,Left,Controlled,Average,36,3,NORMAL
109,208128,fc27,85,0,,3,5,Right,Controlled,Average,22,12,NORMAL
110,210008,fc27,85,0,,3,3,Left,Controlled,Average,21,12,NORMAL
111,210035,fc27,85,0,,4,2,Left,Controlled,Average,14,2,NORMAL
112,211110,fc27,85,0,,5,3,Left,Controlled,Average,37,12,NORMAL
113,215441,fc27,85,0,,3,4,Right,Controlled,Average,25,4,NORMAL
114,216393,fc27,85,0,,4,4,Right,Controlled,Average,10,3,NORMAL
115,224293,fc27,85,0,,3,4,Right,Controlled,Average,38,14,NORMAL
116,225375,fc27,85,0,,3,3,Right,Controlled,Average,4,4,NORMAL
117,226161,fc27,85,0,,3,4,Right,Controlled,Average,14,2,NORMAL
118,227095,fc27,85,0,,4,4,Right,Controlled,Average,39,15,NORMAL
119,227110,fc27,85,0,,4,3,Right,Controlled,Average,12,1,NORMAL
120,227125,fc27,85,0,,4,4,Right,Controlled,Average,23,8,NORMAL
121,227246,fc27,85,0,,3,3,Right,Controlled,Average,26,1,NORMAL
122,227254,fc27,85,0,,2,3,Left,Controlled,Average,8,1,NORMAL
123,227310,fc27,85,0,,4,4,Right,Controlled,Average,18,10,NORMAL
124,227337,fc27,85,0,,3,4,Right,Controlled,Average,40,9,NORMAL
125,227353,fc27,85,0,,4,3,Right,Controlled,Average,41,8,NORMAL
126,228093,fc27,85,0,,3,4,Right,Controlled,Average,22,12,NORMAL
127,230869,fc27,85,0,,1,3,Right,Controlled,Average,42,2,NORMAL
128,230872,fc27,85,0,,1,3,Right,Controlled,Average,37,12,NORMAL
129,232073,fc27,85,0,,4,5,Right,Controlled,Average,43,8,NORMAL
130,232202,fc27,85,0,,5,2,Right,Controlled,Average,1,1,NORMAL
131,232293,fc27,85,0,,3,4,Right,Controlled,Average,44,11,NORMAL
132,240030,fc27,85,0,,3,3,Right,Controlled,Average,26,1,NORMAL
133,240714,fc27,85,0,,4,4,Right,Controlled,Average,45,16,NORMAL
134,241096,fc27,85,0,,3,4,Right,Controlled,Average,46,3,NORMAL
135,241159,fc27,85,0,,2,5,Right,Controlled,Average,3,3,NORMAL
136,241236,fc27,85,0,,3,5,Right,Controlled,Average,3,3,NORMAL
137,241486,fc27,85,0,,3,3,Right,Controlled,Average,6,2,NORMAL
138,242830,fc27,85,0,,3,3,Right,Controlled,Average,26,1,NORMAL
139,244176,fc27,85,0,,3,5,Right,Controlled,Average,47,4,NORMAL
140,244302,fc27,85,0,,3,3,Right,Controlled,Average,48,1,NORMAL
141,245037,fc27,85,0,,2,3,Right,Controlled,Average,6,2,NORMAL
142,245697,fc27,85,0,,4,4,Right,Controlled,Average,49,10,NORMAL
143,245882,fc27,85,0,,4,3,Right,Controlled,Average,26,1,NORMAL
144,245956,fc27,85,0,,1,3,Left,Controlled,Average,18,10,NORMAL
145,246104,fc27,85,0,,4,4,Right,Controlled,Average,15,3,NORMAL
146,246426,fc27,85,0,,3,3,Right,Controlled,Average,12,1,NORMAL
147,246641,fc27,85,0,,1,3,Right,Controlled,Average,50,1,NORMAL
148,246863,fc27,85,0,,4,2,Right,Controlled,Average,25,4,NORMAL
149,248343,fc27,85,0,,3,4,Right,Controlled,Average,12,1,NORMAL
150,251517,fc27,85,0,,3,5,Left,Controlled,Average,3,3,NORMAL
151,257289,fc27,85,0,,4,3,Right,Controlled,Average,15,3,NORMAL
152,257534,fc27,85,0,,4,3,Left,Controlled,Average,32,3,NORMAL
153,261733,fc27,85,0,,4,3,Left,Controlled,Average,26,1,NORMAL
154,264652,fc27,85,0,,4,4,Right,Controlled,Average,5,5,NORMAL
155,264875,fc27,85,0,,3,4,Right,Controlled,Average,8,1,NORMAL
156,265249,fc27,85,0,,5,5,Right,Controlled,Average,26,1,NORMAL
157,265293,fc27,85,0,,3,3,Right,Controlled,Average,48,1,NORMAL
158,265340,fc27,85,0,,4,3,Right,Controlled,Average,48,1,NORMAL
159,267234,fc27,85,0,,4,4,Right,Controlled,Average,7,6,NORMAL
160,268942,fc27,85,0,,1,3,Right,Controlled,Average,7,6,NORMAL
161,273136,fc27,85,0,,1,2,Right,Controlled,Average,13,8,NORMAL
162,273153,fc27,85,0,,4,4,Right,Controlled,Average,51,6,NORMAL
163,273466,fc27,85,0,,4,3,Right,Controlled,Average,26,1,NORMAL
164,277179,fc27,85,0,,3,4,Right,Controlled,Average,6,2,NORMAL
165,20801,fc27,84,0,,4,4,Right,Controlled,Average,52,14,NORMAL
166,78012,fc27,84,0,,4,4,Right,Controlled,Average,2,2,NORMAL
167,177683,fc27,84,0,,1,4,Right,Controlled,Average,53,17,NORMAL
168,188545,fc27,84,0,,4,4,Right,Controlled,Average,54,7,NORMAL
169,193698,fc27,84,0,,1,2,Right,Controlled,Average,55,4,NORMAL
170,194765,fc27,84,0,,4,3,Left,Controlled,Average,56,7,NORMAL
171,210676,fc27,84,0,,1,2,Right,Controlled,Average,57,12,NORMAL
172,212218,fc27,84,0,,2,3,Left,Controlled,Average,42,2,NORMAL
173,218667,fc27,84,0,,4,2,Left,Controlled,Average,2,2,NORMAL
174,222077,fc27,84,0,,3,4,Right,Controlled,Average,31,12,NORMAL
175,223848,fc27,84,0,,4,5,Right,Controlled,Average,38,14,NORMAL
176,226890,fc27,84,0,,5,4,Left,Controlled,Average,19,8,NORMAL
177,227013,fc27,84,0,,4,4,Left,Controlled,Average,48,1,NORMAL
178,227119,fc27,84,0,,3,2,Left,Controlled,Average,12,1,NORMAL
179,227316,fc27,84,0,,2,3,Right,Controlled,Average,18,10,NORMAL
180,227678,fc27,84,0,,2,3,Right,Controlled,Average,11,3,NORMAL
181,228813,fc27,84,0,,3,4,Right,Controlled,Average,58,4,NORMAL
182,229476,fc27,84,0,,2,3,Right,Controlled,Average,25,4,NORMAL
183,229582,fc27,84,0,,2,3,Right,Controlled,Average,37,12,NORMAL
184,230142,fc27,84,0,,3,3,Left,Controlled,Average,59,2,NORMAL
185,231281,fc27,84,0,,3,4,Right,Controlled,Average,2,2,NORMAL
186,234579,fc27,84,0,,4,4,Right,Controlled,Average,60,14,NORMAL
187,235794,fc27,84,0,,4,4,Right,Controlled,Average,11,3,NORMAL
188,236987,fc27,84,0,,3,3,Right,Controlled,Average,35,3,NORMAL
189,237197,fc27,84,0,,3,3,Right,Controlled,Average,1,1,NORMAL
190,237678,fc27,84,0,,3,3,Right,Controlled,Average,2,2,NORMAL
191,237692,fc27,84,0,,4,2,Left,Controlled,Average,3,3,NORMAL
192,238074,fc27,84,0,,3,4,Right,Controlled,Average,32,3,NORMAL
193,239345,fc27,84,0,,4,4,Right,Controlled,Average,16,9,NORMAL
194,239837,fc27,84,0,,3,3,Right,Controlled,Average,15,3,NORMAL
195,240130,fc27,84,0,,2,3,Right,Controlled,Average,2,2,NORMAL
196,240243,fc27,84,0,,4,4,Right,Controlled,Average,10,3,NORMAL
197,240638,fc27,84,0,,4,4,Right,Controlled,Average,60,14,NORMAL
198,241461,fc27,84,0,,4,4,Right,Controlled,Average,5,5,NORMAL
199,241637,fc27,84,0,,3,3,Right,Controlled,Average,2,2,NORMAL
200,242896,fc27,84,0,,3,3,Right,Controlled,Average,18,10,NORMAL
201,243014,fc27,84,0,,4,2,Left,Controlled,Average,10,3,NORMAL
202,243812,fc27,84,0,,4,4,Right,Controlled,Average,2,2,NORMAL
203,244260,fc27,84,0,,4,4,Right,Controlled,Average,6,2,NORMAL
204,245802,fc27,84,0,,5,4,Right,Controlled,Average,8,1,NORMAL
205,245824,fc27,84,0,,1,3,Left,Controlled,Average,8,1,NORMAL
206,245872,fc27,84,0,,3,4,Right,Controlled,Average,12,1,NORMAL
207,246420,fc27,84,0,,4,4,Right,Controlled,Average,3,3,NORMAL
208,247513,fc27,84,0,,2,3,Right,Controlled,Average,16,9,NORMAL
209,247788,fc27,84,0,,4,3,Right,Controlled,Average,16,9,NORMAL
210,248148,fc27,84,0,,3,4,Right,Controlled,Average,11,3,NORMAL
211,248717,fc27,84,0,,3,4,Right,Controlled,Average,16,9,NORMAL
212,251805,fc27,84,0,,3,3,Right,Controlled,Average,11,3,NORMAL
213,254243,fc27,84,0,,3,4,Right,Controlled,Average,3,3,NORMAL
214,256197,fc27,84,0,,3,2,Left,Controlled,Average,11,3,NORMAL
215,256516,fc27,84,0,,4,5,Right,Controlled,Average,42,2,NORMAL
216,258706,fc27,84,0,,3,4,Right,Controlled,Average,26,1,NORMAL
217,259372,fc27,84,0,,4,5,Right,Controlled,Average,51,6,NORMAL
218,260247,fc27,84,0,,4,4,Right,Controlled,Average,32,3,NORMAL
219,261740,fc27,84,0,,4,4,Right,Controlled,Average,18,10,NORMAL
220,261773,fc27,84,0,,4,3,Right,Controlled,Average,61,9,NORMAL
221,263011,fc27,84,0,,5,3,Right,Controlled,Average,48,1,NORMAL
222,264886,fc27,84,0,,2,3,Right,Controlled,Average,16,9,NORMAL
223,264936,fc27,84,0,,4,3,Right,Controlled,Average,12,1,NORMAL
224,264947,fc27,84,0,,4,4,Right,Controlled,Average,1,1,NORMAL
225,265025,fc27,84,0,,4,4,Right,Controlled,Average,12,1,NORMAL
226,265063,fc27,84,0,,3,3,Right,Controlled,Average,40,9,NORMAL
227,265536,fc27,84,0,,3,3,Left,Controlled,Average,18,10,NORMAL
228,266091,fc27,84,0,,4,3,Right,Controlled,Average,62,8,NORMAL
229,267382,fc27,84,0,,3,3,Right,Controlled,Average,26,1,NORMAL
230,267384,fc27,84,0,,3,4,Right,Controlled,Average,63,8,NORMAL
231,267530,fc27,84,0,,4,3,Right,Controlled,Average,7,6,NORMAL
232,271446,fc27,84,0,,4,4,Right,Controlled,Average,7,6,NORMAL
233,272094,fc27,84,0,,4,3,Right,Controlled,Average,64,6,NORMAL
234,277846,fc27,84,0,,4,3,Left,Controlled,Average,65,12,NORMAL
235,277954,fc27,84,0,,4,5,Right,Controlled,Average,31,12,NORMAL
236,193080,fc27,83,0,,1,2,Right,Controlled,Average,66,12,NORMAL
237,197781,fc27,83,0,,5,4,Right,Controlled,Average,67,2,NORMAL
238,200145,fc27,83,0,,2,3,Right,Controlled,Average,9,7,NORMAL
239,203980,fc27,83,0,,3,5,Right,Controlled,Average,68,18,NORMAL
240,204525,fc27,83,0,,2,3,Left,Controlled,Average,52,14,NORMAL
241,204638,fc27,83,0,,2,3,Right,Controlled,Average,69,4,NORMAL
242,205452,fc27,83,0,,2,3,Right,Controlled,Average,2,2,NORMAL
243,206113,fc27,83,0,,4,4,Right,Controlled,Average,4,4,NORMAL
244,207862,fc27,83,0,,2,3,Right,Controlled,Average,70,4,NORMAL
245,210514,fc27,83,0,,4,4,Right,Controlled,Average,6,2,NORMAL
246,210881,fc27,83,0,,3,2,Left,Controlled,Average,35,3,NORMAL
247,212228,fc27,83,0,,3,3,Right,Controlled,Average,71,14,NORMAL
248,212616,fc27,83,0,,4,3,Right,Controlled,Average,9,7,NORMAL
249,213345,fc27,83,0,,5,3,Right,Controlled,Average,52,14,NORMAL
250,215914,fc27,83,0,,2,3,Right,Controlled,Average,72,11,NORMAL
251,216435,fc27,83,0,,3,4,Right,Controlled,Average,30,12,NORMAL
252,216549,fc27,83,0,,3,4,Left,Controlled,Average,14,2,NORMAL
253,221697,fc27,83,0,,3,4,Right,Controlled,Average,35,3,NORMAL
254,224371,fc27,83,0,,4,4,Left,Controlled,Average,73,19,NORMAL
255,224987,fc27,83,0,,1,2,Right,Controlled,Average,22,12,NORMAL
256,225193,fc27,83,0,,3,3,Left,Controlled,Average,11,3,NORMAL
257,226998,fc27,83,0,,2,3,Left,Controlled,Average,16,9,NORMAL
258,227073,fc27,83,0,,3,4,Right,Controlled,Average,74,8,NORMAL
259,227327,fc27,83,0,,4,4,Left,Controlled,Average,51,6,NORMAL
260,227346,fc27,83,0,,2,3,Right,Controlled,Average,24,10,NORMAL
261,227392,fc27,83,0,,3,4,Right,Controlled,Average,18,10,NORMAL
262,227647,fc27,83,0,,3,2,Left,Controlled,Average,47,4,NORMAL
263,227796,fc27,83,0,,4,5,Right,Controlled,Average,21,12,NORMAL
264,229237,fc27,83,0,,2,4,Right,Controlled,Average,22,12,NORMAL
265,230899,fc27,83,0,,4,4,Right,Controlled,Average,14,2,NORMAL
266,231447,fc27,83,0,,4,4,Right,Controlled,Average,37,12,NORMAL
267,231521,fc27,83,0,,3,4,Right,Controlled,Average,58,4,NORMAL
268,232074,fc27,83,0,,3,3,Right,Controlled,Average,23,8,NORMAL
269,233096,fc27,83,0,,2,3,Right,Controlled,Average,2,2,NORMAL
270,233364,fc27,83,0,,4,4,Right,Controlled,Average,12,1,NORMAL
271,234236,fc27,83,0,,3,3,Left,Controlled,Average,58,4,NORMAL
272,236015,fc27,83,0,,4,3,Right,Controlled,Average,75,3,NORMAL
273,236403,fc27,83,0,,2,3,Left,Controlled,Average,37,12,NORMAL
274,236703,fc27,83,0,,3,2,Left,Controlled,Average,69,4,NORMAL
275,237086,fc27,83,0,,2,3,Right,Controlled,Average,4,4,NORMAL
276,240225,fc27,83,0,,1,2,Right,Controlled,Average,5,5,NORMAL
277,240717,fc27,83,0,,4,2,Right,Controlled,Average,51,6,NORMAL
278,241721,fc27,83,0,,5,4,Right,Controlled,Average,21,12,NORMAL
279,242444,fc27,83,0,,5,4,Right,Controlled,Average,52,14,NORMAL
280,243576,fc27,83,0,,3,3,Right,Controlled,Average,46,3,NORMAL
281,244263,fc27,83,0,,2,4,Right,Controlled,Average,30,12,NORMAL
282,244669,fc27,83,0,,3,4,Right,Controlled,Average,14,2,NORMAL
283,244778,fc27,83,0,,4,2,Left,Controlled,Average,71,14,NORMAL
284,246147,fc27,83,0,,4,5,Left,Controlled,Average,72,11,NORMAL
285,246774,fc27,83,0,,4,3,Right,Controlled,Average,76,15,NORMAL
286,247103,fc27,83,0,,2,3,Left,Controlled,Average,14,2,NORMAL
287,247257,fc27,83,0,,3,2,Right,Controlled,Average,71,14,NORMAL
288,250959,fc27,83,0,,3,3,Left,Controlled,Average,47,4,NORMAL
289,252042,fc27,83,0,,4,4,Right,Controlled,Average,32,3,NORMAL
290,253124,fc27,83,0,,3,3,Right,Controlled,Average,3,3,NORMAL
291,257279,fc27,83,0,,3,4,Right,Controlled,Average,14,2,NORMAL
292,258680,fc27,83,0,,1,2,Right,Controlled,Average,12,1,NORMAL
293,259480,fc27,83,0,,4,4,Right,Controlled,Average,4,4,NORMAL
294,261855,fc27,83,0,,4,4,Right,Controlled,Average,7,6,NORMAL
295,262093,fc27,83,0,,2,3,Right,Controlled,Average,26,1,NORMAL
296,262457,fc27,83,0,,4,3,Left,Controlled,Average,24,10,NORMAL
297,262621,fc27,83,0,,1,3,Left,Controlled,Average,15,3,NORMAL
298,264240,fc27,83,0,,3,3,Right,Controlled,Average,6,2,NORMAL
299,264309,fc27,83,0,,4,3,Left,Controlled,Average,2,2,NORMAL
300,264864,fc27,83,0,,3,3,Right,Controlled,Average,40,9,NORMAL
301,264895,fc27,83,0,,1,3,Right,Controlled,Average,77,1,NORMAL
302,265035,fc27,83,0,,4,3,Right,Controlled,Average,51,6,NORMAL
303,265377,fc27,83,0,,3,3,Left,Controlled,Average,78,9,NORMAL
304,265905,fc27,83,0,,4,3,Right,Controlled,Average,18,10,NORMAL
305,266127,fc27,83,0,,3,3,Left,Controlled,Average,79,3,NORMAL
306,266384,fc27,83,0,,4,3,Right,Controlled,Average,80,8,NORMAL
307,266816,fc27,83,0,,1,2,Right,Controlled,Average,27,8,NORMAL
308,266933,fc27,83,0,,4,3,Right,Controlled,Average,16,9,NORMAL
309,266973,fc27,83,0,,3,5,Right,Controlled,Average,39,15,NORMAL
310,267212,fc27,83,0,,1,2,Right,Controlled,Average,48,1,NORMAL
311,267217,fc27,83,0,,3,3,Right,Controlled,Average,8,1,NORMAL
312,267223,fc27,83,0,,4,4,Right,Controlled,Average,17,8,NORMAL
313,267336,fc27,83,0,,3,3,Right,Controlled,Average,13,8,NORMAL
314,267531,fc27,83,0,,4,4,Right,Controlled,Average,24,10,NORMAL
315,270673,fc27,83,0,,3,4,Right,Controlled,Average,5,5,NORMAL
316,271944,fc27,83,0,,2,2,Right,Controlled,Average,51,6,NORMAL
317,272084,fc27,83,0,,2,2,Right,Controlled,Average,64,6,NORMAL
318,272115,fc27,83,0,,4,4,Right,Controlled,Average,27,8,NORMAL
319,272163,fc27,83,0,,4,4,Right,Controlled,Average,81,6,NORMAL
320,272449,fc27,83,0,,3,3,Right,Controlled,Average,14,2,NORMAL
321,273946,fc27,83,0,,3,4,Right,Controlled,Average,18,10,NORMAL
322,275298,fc27,83,0,,3,4,Right,Controlled,Average,4,4,NORMAL
323,277427,fc27,83,0,,3,2,Left,Controlled,Average,3,3,NORMAL
324,277452,fc27,83,0,,3,3,Right,Controlled,Average,16,9,NORMAL
325,277926,fc27,83,0,,3,4,Right,Controlled,Average,26,1,NORMAL
326,279532,fc27,83,0,,2,3,Right,Controlled,Average,8,1,NORMAL
327,165153,fc27,82,0,,4,4,Right,Controlled,Average,38,14,NORMAL
328,183898,fc27,82,0,,5,2,Left,Controlled,Average,82,20,NORMAL
329,185122,fc27,82,0,,1,2,Right,Controlled,Average,83,2,NORMAL
330,188335,fc27,82,0,,3,4,Left,Controlled,Average,84,2,NORMAL
331,192448,fc27,82,0,,1,4,Right,Controlled,Average,85,21,NORMAL
332,192505,fc27,82,0,,3,4,Left,Controlled,Average,72,11,NORMAL
333,192984,fc27,82,0,,1,2,Left,Controlled,Average,60,14,NORMAL
334,198176,fc27,82,0,,2,3,Right,Controlled,Average,86,18,NORMAL
335,200888,fc27,82,0,,3,3,Right,Controlled,Average,87,14,NORMAL
336,201024,fc27,82,0,,3,4,Right,Controlled,Average,38,14,NORMAL
337,203263,fc27,82,0,,2,3,Right,Controlled,Average,10,3,NORMAL
338,203574,fc27,82,0,,3,4,Right,Controlled,Average,22,12,NORMAL
339,204970,fc27,82,0,,4,3,Left,Controlled,Average,88,5,NORMAL
340,206517,fc27,82,0,,4,3,Right,Controlled,Average,3,3,NORMAL
341,207421,fc27,82,0,,4,5,Right,Controlled,Average,89,11,NORMAL
342,208418,fc27,82,0,,4,4,Right,Controlled,Average,90,14,NORMAL
343,208722,fc27,82,0,,4,4,Right,Controlled,Average,52,14,NORMAL
344,209499,fc27,82,0,,3,2,Right,Controlled,Average,20,11,NORMAL
345,209981,fc27,82,0,,1,2,Left,Controlled,Average,38,14,NORMAL
346,210257,fc27,82,0,,1,3,Left,Controlled,Average,72,11,NORMAL
347,210406,fc27,82,0,,3,4,Right,Controlled,Average,22,12,NORMAL
348,210935,fc27,82,0,,4,3,Left,Controlled,Average,91,12,NORMAL
349,212194,fc27,82,0,,4,4,Right,Controlled,Average,85,21,NORMAL
350,213516,fc27,82,0,,3,4,Right,Controlled,Average,92,13,NORMAL
351,214979,fc27,82,0,,1,3,Right,Controlled,Average,14,2,NORMAL
352,216460,fc27,82,0,,2,3,Right,Controlled,Average,14,2,NORMAL
353,217870,fc27,82,0,,3,4,Right,Controlled,Average,30,12,NORMAL
354,219683,fc27,82,0,,3,2,Right,Controlled,Average,93,5,NORMAL
355,220502,fc27,82,0,,4,4,Right,Controlled,Average,94,12,NORMAL
356,220570,fc27,82,0,,2,2,Right,Controlled,Average,29,13,NORMAL
