id,name,gender,height,weight,age,nation_id,long_name
269404,Salma Paralluelo,Women's Football,180,75,22,1,Salma Celeste Paralluelo Ayingono
278219,Tabitha Chawinga,Women's Football,180,75,30,14,Tabitha Chawinga
222665,Martin Ødegaard,Men's Football,180,75,27,3,Martin Ødegaard
226268,Federico Dimarco,Men's Football,180,75,28,9,Federico Dimarco
226271,Fabián Ruiz,Men's Football,180,75,30,1,Fabián Ruiz Peña
227323,Guro Reiten,Women's Football,180,75,32,3,Guro Reiten
228702,Frenkie de Jong,Men's Football,180,75,29,16,Frenkie de Jong
231432,Lindsey Heaps,Women's Football,180,75,32,21,Lindsey Heaps
233731,Alexander Isak,Men's Football,180,75,26,28,Alexander Isak
234577,Diogo Costa,Men's Football,180,75,27,7,Diogo Meireles Costa
236772,Dominik Szoboszlai,Men's Football,180,75,25,29,Dominik Szoboszlai
237238,Scott McTominay,Men's Football,180,75,29,30,Scott McTominay
237383,Alessandro Bastoni,Men's Football,180,75,27,9,Alessandro Bastoni
239231,Cucurella,Men's Football,180,75,28,1,Marc Cucurella Saseta
239580,Bremer,Men's Football,180,75,29,10,Gleison Bremer Silva Nascimento
241651,Viktor Gyökeres,Men's Football,180,75,28,28,Viktor Gyökeres
243404,Georgia Stanway,Women's Football,180,75,27,5,Georgia Stanway
245879,Caroline Weir,Women's Football,180,75,31,30,Caroline Weir
246191,Julián Alvarez,Men's Football,180,75,26,8,Julián Alvarez
246272,Marie Katoto,Women's Football,180,75,27,2,Marie Katoto
247090,Enzo Fernández,Men's Football,180,75,25,8,Enzo Fernández
247851,Bruno Guimarães,Men's Football,180,75,28,10,Bruno Guimarães Moura
251570,Rayan Cherki,Men's Football,180,75,23,2,Rayan Cherki
252154,Marco Carnesecchi,Men's Football,180,75,26,9,Marco Carnesecchi
256079,Moisés Caicedo,Men's Football,180,75,24,13,Moisés Caicedo
256630,Florian Wirtz,Men's Football,180,75,23,17,Florian Wirtz
257001,Chloe Kelly,Women's Football,180,75,28,5,Chloe Kelly
259532,Joan García,Men's Football,180,75,25,1,Joan García Pons
265239,Katie McCabe,Women's Football,180,75,30,31,Katie McCabe
265674,Selma Bacha,Women's Football,180,75,25,2,Selma Bacha
271421,Désiré Doué,Men's Football,180,75,21,2,Désiré Doué
278046,Pau Cubarsí,Men's Football,180,75,19,1,Pau Cubarsí Paredes
177003,Luka Modrić,Men's Football,180,75,41,32,Luka Modrić
192985,Kevin De Bruyne,Men's Football,180,75,35,4,Kevin De Bruyne
199503,Granit Xhaka,Men's Football,180,75,33,25,Granit Xhaka
202811,Emiliano Martínez,Men's Football,180,75,34,8,Emiliano Martínez
204935,Jordan Pickford,Men's Football,180,75,32,5,Jordan Pickford
208128,Hakan Çalhanoğlu,Men's Football,180,75,32,33,Hakan Çalhanoğlu
210008,Adrien Rabiot,Men's Football,180,75,31,2,Adrien Rabiot
210035,Grimaldo,Men's Football,180,75,31,1,Alejandro Grimaldo García
211110,Paulo Dybala,Men's Football,180,75,32,8,Paulo Dybala
215441,Serhou Guirassy,Men's Football,180,75,30,34,Serhou Guirassy
216393,Youri Tielemans,Men's Football,180,75,29,4,Youri Tielemans
224293,Rúben Neves,Men's Football,180,75,29,7,Rúben Diogo da Silva Neves
225375,Konrad Laimer,Men's Football,180,75,29,35,Konrad Laimer
226161,Marcos Llorente,Men's Football,180,75,31,1,Marcos Llorente Moreno
227095,Manuela Giugliano,Women's Football,180,75,29,9,Manuela Giugliano
227110,Caitlin Foord,Women's Football,180,75,31,36,Caitlin Foord
227125,Sam Kerr,Women's Football,180,75,33,36,Sam Kerr
227246,Lucy Bronze,Women's Football,180,75,34,5,Lucy Bronze
227254,Alex Greenwood,Women's Football,180,75,33,5,Alex Greenwood
227310,Ada Hegerberg,Women's Football,180,75,31,3,Ada Hegerberg
227337,Svenja Huth,Women's Football,180,75,35,17,Svenja Huth
227353,Kenza Dali,Women's Football,180,75,35,2,Kenza Dali
228093,Marcus Thuram,Men's Football,180,75,29,2,Marcus Thuram
230869,Unai Simón,Men's Football,180,75,29,1,Unai Simón Mendibil
230872,Mile Svilar,Men's Football,180,75,27,37,Mile Svilar
232073,Mallory Swanson,Women's Football,180,75,28,21,Mallory Swanson
232202,Delphine Cascarino,Women's Football,180,75,29,2,Delphine Cascarino
232293,Victor Osimhen,Men's Football,180,75,27,38,Victor Osimhen
240030,Ellie Carpenter,Women's Football,180,75,26,36,Ellie Carpenter
240714,Jill Roord,Women's Football,180,75,29,16,Jill Roord
241096,Sandro Tonali,Men's Football,180,75,26,9,Sandro Tonali
241159,Marc Guéhi,Men's Football,180,75,26,5,Marc Guéhi
241236,Antoine Semenyo,Men's Football,180,75,26,39,Antoine Semenyo
241486,Jules Koundé,Men's Football,180,75,27,2,Jules Koundé
242830,Keira Walsh,Women's Football,180,75,29,5,Keira Walsh
244176,Deniz Undav,Men's Football,180,75,30,17,Deniz Undav
244302,Lea Schüller,Women's Football,180,75,28,17,Lea Schüller
245037,Eric García,Men's Football,180,75,25,1,Eric García Martret
245697,Clara Mateo,Women's Football,180,75,28,2,Clara Mateo
245882,Erin Cuthbert,Women's Football,180,75,28,30,Erin Cuthbert
245956,Christiane Endler,Women's Football,180,75,35,40,Christiane Endler
246104,Ryan Gravenberch,Men's Football,180,75,24,16,Ryan Gravenberch
246426,Leah Williamson,Women's Football,180,75,29,5,Leah Williamson
246641,Chiamaka Nnadozie,Women's Football,180,75,25,38,Chiamaka Nnadozie
246863,Felix Nmecha,Men's Football,180,75,25,17,Felix Nmecha
248343,Emily Fox,Women's Football,180,75,28,21,Emily Fox
251517,Joško Gvardiol,Men's Football,180,75,24,32,Joško Gvardiol
257289,Hugo Ekitiké,Men's Football,180,75,24,2,Hugo Ekitiké
257534,Cole Palmer,Men's Football,180,75,24,5,Cole Palmer
261733,Sandy Baltimore,Women's Football,180,75,26,2,Sandy Baltimore
264652,Bradley Barcola,Men's Football,180,75,24,2,Bradley Barcola
264875,Kerstin Casparij,Women's Football,180,75,26,16,Kerstin Casparij
265249,Lauren James,Women's Football,180,75,24,5,Lauren James
265293,Maya Le Tissier,Women's Football,180,75,24,5,Maya Le Tissier
265340,Jess Park,Women's Football,180,75,24,5,Jess Park
267234,Kerolin Nicoli,Women's Football,180,75,26,10,Kerolin Nicoli Israel Ferraz
268942,Cata Coll,Women's Football,180,75,25,1,Catalina Thomas Coll Lluch
273136,Lorena,Women's Football,180,75,29,10,Lorena da Silva Leite
273153,Linda Caicedo,Women's Football,180,75,21,19,Linda Caicedo
273466,Alyssa Thompson,Women's Football,180,75,21,21,Alyssa Thompson
277179,Fermín,Men's Football,180,75,23,1,Fermín López Marín
20801,Cristiano Ronaldo,Men's Football,180,75,41,7,C. Ronaldo dos Santos Aveiro
78012,Yan Diomande,Men's Football,180,75,19,41,Yan Diomande
177683,Yann Sommer,Men's Football,180,75,37,25,Yann Sommer
188545,Robert Lewandowski,Men's Football,180,75,38,11,Robert Lewandowski
193698,Oliver Baumann,Men's Football,180,75,36,17,Oliver Baumann
194765,Antoine Griezmann,Men's Football,180,75,35,2,Antoine Griezmann
210676,Wladimiro Falcone,Men's Football,180,75,31,9,Wladimiro Falcone
212218,Aymeric Laporte,Men's Football,180,75,32,1,Aymeric Laporte
218667,Bernardo Silva,Men's Football,180,75,32,7,Bernardo Mota Carvalho e Silva
222077,Manuel Locatelli,Men's Football,180,75,28,9,Manuel Locatelli
223848,Sergej Milinković-Savić,Men's Football,180,75,31,37,Sergej Milinković-Savić
226890,Marta,Women's Football,180,75,40,10,Marta Vieira da Silva
227013,Fridolina Rolfö,Women's Football,180,75,32,28,Fridolina Rolfö
227119,Steph Catley,Women's Football,180,75,32,36,Steph Catley
227316,Wendie Renard,Women's Football,180,75,36,2,Wendie Renard
227678,Ezri Konsa,Men's Football,180,75,28,5,Ezri Konsa
228813,Aleix García,Men's Football,180,75,29,1,Aleix García Serrano
229476,Waldemar Anton,Men's Football,180,75,30,17,Waldemar Anton
229582,Gianluca Mancini,Men's Football,180,75,30,9,Gianluca Mancini
230142,Oyarzabal,Men's Football,180,75,29,1,Mikel Oyarzabal Ugarte
231281,Trent Alexander-Arnold,Men's Football,180,75,27,5,Trent Alexander-Arnold
234579,Julián Quiñones,Men's Football,180,75,29,42,Julián Quiñones
235794,Eberechi Eze,Men's Football,180,75,28,5,Eberechi Eze
236987,Boubacar Kamara,Men's Football,180,75,26,2,Boubacar Kamara
237197,Grace Geyoro,Women's Football,180,75,29,2,Grace Geyoro
237678,Ibrahima Konaté,Men's Football,180,75,27,2,Ibrahima Konaté
237692,Phil Foden,Men's Football,180,75,26,5,Phil Foden
238074,Reece James,Men's Football,180,75,26,5,Reece James
239345,Linda Dallmann,Women's Football,180,75,32,17,Linda Dallmann
239837,Alexis Mac Allister,Men's Football,180,75,27,8,Alexis Mac Allister
240130,Éder Militão,Men's Football,180,75,28,10,Éder Gabriel Militão
240243,Matheus Cunha,Men's Football,180,75,27,10,Matheus Santos Carneiro da Cunha
240638,Tijjani Reijnders,Men's Football,180,75,28,16,Tijjani Reijnders
241461,Ferran Torres,Men's Football,180,75,26,1,Ferran Torres García
241637,Aurélien Tchouaméni,Men's Football,180,75,26,2,Aurélien Tchouaméni
242896,Ingrid Syrstad Engen,Women's Football,180,75,28,3,Ingrid Syrstad Engen
243014,Bryan Mbeumo,Men's Football,180,75,27,43,Bryan Mbeumo
243812,Rodrygo,Men's Football,180,75,25,10,Rodrygo Silva de Goes
244260,Dani Olmo,Men's Football,180,75,28,1,Daniel Olmo Carvajal
245802,Beth Mead,Women's Football,180,75,31,5,Beth Mead
245824,Ayaka Yamashita,Women's Football,180,75,30,20,Ayaka Yamashita
245872,Kim Little,Women's Football,180,75,36,30,Kim Little
246420,Jérémy Doku,Men's Football,180,75,24,4,Jérémy Doku
247513,Vanessa Gilles,Women's Football,180,75,30,44,Vanessa Gilles
247788,Giulia Gwinn,Women's Football,180,75,27,17,Giulia Gwinn
248148,Zubimendi,Men's Football,180,75,27,1,Martín Zubimendi Ibáñez
248717,Lena Oberdorf,Women's Football,180,75,24,17,Lena Oberdorf
251805,Jurriën Timber,Men's Football,180,75,25,16,Jurriën Timber
254243,Elliot Anderson,Men's Football,180,75,23,5,Elliot Anderson
256197,Piero Hincapié,Men's Football,180,75,24,13,Piero Hincapié
256516,Nico Williams,Men's Football,180,75,24,1,Nicholas Williams Arthuer
258706,Melvine Malard,Women's Football,180,75,26,2,Melvine Malard
259372,Athenea,Women's Football,180,75,25,1,Athenea Del Castillo
260247,Morgan Rogers,Men's Football,180,75,24,5,Morgan Rogers
261740,Jule Brand,Women's Football,180,75,23,17,Jule Brand
261773,Laura Freigang,Women's Football,180,75,28,17,Laura Freigang
263011,Ella Toone,Women's Football,180,75,27,5,Ella Toone
264886,Glódís Perla Viggósdóttir,Women's Football,180,75,31,45,Glódís Perla Viggósdóttir
264936,Géraldine Reuteler,Women's Football,180,75,27,25,Géraldine Reuteler
264947,Nicole Anyomi,Women's Football,180,75,26,17,Nicole Anyomi
265025,Selina Cerci,Women's Football,180,75,26,17,Selina Cerci
265063,Janina Minge,Women's Football,180,75,27,17,Janina Minge
265536,Damaris Egurrola,Women's Football,180,75,27,16,Damaris Berta Egurrola Wienke
266091,Ashley Sanchez,Women's Football,180,75,27,21,Ashley Sanchez
267382,Naomi Girma,Women's Football,180,75,26,21,Naomi Girma
267384,Taylor Flint,Women's Football,180,75,27,21,Taylor Flint
267530,Esmee Brugts,Women's Football,180,75,23,16,Esmee Brugts
271446,Vicky López,Women's Football,180,75,20,1,Victoria López Serrano Felix
272094,Fiamma Benítez,Women's Football,180,75,22,1,Fiamma Benítez Ianuzzi
277846,Nico Paz,Men's Football,180,75,22,8,Nicolás Paz Martínez
277954,Kenan Yıldız,Men's Football,180,75,21,33,Kenan Yıldız
193080,De Gea,Men's Football,180,75,35,1,David De Gea Quintana
197781,Isco,Men's Football,180,75,34,1,Francisco Román Alarcón Suárez
200145,Casemiro,Men's Football,180,75,34,10,Carlos Henrique Venancio Casimiro
203980,Konstantinos Fortounis,Men's Football,180,75,33,46,Konstantinos Fortounis
204525,Iñigo Martínez,Men's Football,180,75,35,1,Iñigo Martínez Berridi
204638,Willi Orbán,Men's Football,180,75,33,29,Willi Orbán
205452,Antonio Rüdiger,Men's Football,180,75,33,17,Antonio Rüdiger
206113,Serge Gnabry,Men's Football,180,75,31,17,Serge Gnabry
207862,Matthias Ginter,Men's Football,180,75,32,17,Matthias Ginter
210514,João Cancelo,Men's Football,180,75,32,7,João Pedro Cavaco Cancelo
210881,John McGinn,Men's Football,180,75,31,30,John McGinn
212228,Ivan Toney,Men's Football,180,75,30,5,Ivan Toney
212616,Rodrigo De Paul,Men's Football,180,75,32,8,Rodrigo De Paul
213345,Kingsley Coman,Men's Football,180,75,30,2,Kingsley Coman
215914,N'Golo Kanté,Men's Football,180,75,35,2,N'Golo Kanté
216435,Stanislav Lobotka,Men's Football,180,75,31,47,Stanislav Lobotka
216549,Alexander Sørloth,Men's Football,180,75,30,3,Alexander Sørloth
221697,Ollie Watkins,Men's Football,180,75,30,5,Ollie Watkins
224371,Jarrod Bowen,Men's Football,180,75,29,5,Jarrod Bowen
224987,Ivan Provedel,Men's Football,180,75,32,9,Ivan Provedel
225193,Mikel Merino,Men's Football,180,75,30,1,Mikel Merino Zazón
226998,Magdalena Eriksson,Women's Football,180,75,33,28,Magdalena Eriksson
227073,Cristiana Girelli,Women's Football,180,75,36,9,Cristiana Girelli
227327,Sara Däbritz,Women's Football,180,75,31,17,Sara Däbritz
227346,Griedge Mbock,Women's Football,180,75,31,2,Griedge Mbock
227392,Ashley Lawrence,Women's Football,180,75,31,44,Ashley Lawrence
227647,Maximilian Mittelstädt,Men's Football,180,75,29,17,Maximilian Mittelstädt
227796,Christian Pulisic,Men's Football,180,75,28,21,Christian Pulisic
229237,Manuel Akanji,Men's Football,180,75,31,25,Manuel Akanji
230899,Ademola Lookman,Men's Football,180,75,28,38,Ademola Lookman
231447,Donyell Malen,Men's Football,180,75,27,16,Donyell Malen
231521,Exequiel Palacios,Men's Football,180,75,27,8,Exequiel Palacios
232074,Emily Sonnett,Women's Football,180,75,32,21,Emily Sonnett
233096,Denzel Dumfries,Men's Football,180,75,30,16,Denzel Dumfries
233364,Stina Blackstenius,Women's Football,180,75,30,28,Stina Blackstenius
234236,Patrik Schick,Men's Football,180,75,30,48,Patrik Schick
236015,Morgan Gibbs-White,Men's Football,180,75,26,5,Morgan Gibbs-White
236403,Evan Ndicka,Men's Football,180,75,27,41,Evan Ndicka
236703,David Raum,Men's Football,180,75,28,17,David Raum
237086,Kim Min Jae,Men's Football,180,75,29,49,Min Jae Kim
240225,Matvey Safonov,Men's Football,180,75,27,50,Matvey Safonov
240717,Lineth Beerensteyn,Women's Football,180,75,29,16,Lineth Beerensteyn
241721,Rafael Leão,Men's Football,180,75,27,7,Rafael da Conceição Leão
242444,João Félix,Men's Football,180,75,26,7,João Félix Sequeira
243576,Pedro Porro,Men's Football,180,75,27,1,Pedro Antonio Porro Sauceda
244263,Amir Rrahmani,Men's Football,180,75,32,51,Amir Rrahmani
244669,Morten Hjulmand,Men's Football,180,75,27,27,Morten Hjulmand
244778,Trincão,Men's Football,180,75,26,7,Francisco Trincão
246147,Mason Greenwood,Men's Football,180,75,24,5,Mason Greenwood
246774,Alba Redondo,Women's Football,180,75,30,1,Alba Redondo Ferrer
247103,Dávid Hancko,Men's Football,180,75,28,47,Dávid Hancko
247257,Ibañez,Men's Football,180,75,27,10,Roger Ibañez da Silva
250959,Angelo Stiller,Men's Football,180,75,25,17,Angelo Stiller
252042,João Pedro,Men's Football,180,75,24,10,João Pedro Junqueira de Jesus
253124,Matheus Nunes,Men's Football,180,75,28,7,Matheus Luiz Nunes
257279,Álex Baena,Men's Football,180,75,25,1,Alejandro Baena Rodríguez
258680,Daphne van Domselaar,Women's Football,180,75,26,16,Daphne van Domselaar
259480,Ismael Saibari,Men's Football,180,75,25,18,Ismael Saibari
261855,Kika Nazareth,Women's Football,180,75,23,7,Francisca Ramos Nazareth Sousa
262093,Sjoeke Nüsken,Women's Football,180,75,25,17,Sjoeke Nüsken
262457,Olga Carmona,Women's Football,180,75,26,1,Olga Carmona García
262621,Giorgi Mamardashvili,Men's Football,180,75,25,12,Giorgi Mamardashvili
264240,Gavi,Men's Football,180,75,22,1,Pablo Martín Páez Gavira
264309,Arda Güler,Men's Football,180,75,21,33,Arda Güler
264864,Kessya Bussy,Women's Football,180,75,25,2,Kessya Bussy
264895,Constance Picaud-Inconnu,Women's Football,180,75,28,2,Constance Picaud-Inconnu
265035,Elisa Senß,Women's Football,180,75,28,17,Elisa Senß
265377,Vanessa Fudalla,Women's Football,180,75,24,17,Vanessa Fudalla
265905,Vicki Becho,Women's Football,180,75,22,2,Vicki Becho
266127,Lewis Hall,Men's Football,180,75,22,5,Lewis Hall
266384,Sveindís Jane Jónsdóttir,Women's Football,180,75,25,45,Sveindís Jane Jónsdóttir
266816,Aubrey Kingsbury,Women's Football,180,75,34,21,Aubrey Kingsbury
266933,Arianna Caruso,Women's Football,180,75,26,9,Arianna Caruso
266973,Giada Greggi,Women's Football,180,75,26,9,Giada Greggi
267212,Phallon Tullis-Joyce,Women's Football,180,75,29,21,Phallon Tullis-Joyce
267217,Sam Coffey,Women's Football,180,75,27,21,Sam Coffey
267223,Olivia Moultrie,Women's Football,180,75,21,21,Olivia Moultrie
267336,Lo'eau LaBonta,Women's Football,180,75,33,21,Lo'eau LaBonta
267531,Romée Leuchter,Women's Football,180,75,25,16,Romée Leuchter
270673,Warren Zaïre-Emery,Men's Football,180,75,20,2,Warren Zaïre-Emery
271944,María Méndez,Women's Football,180,75,25,1,María Méndez Fernández
272084,Lauren Leal,Women's Football,180,75,24,10,Lauren Eduarda Leal Costa
272115,Leicy Santos,Women's Football,180,75,30,19,Leicy Santos
272163,Elena Julve,Women's Football,180,75,25,1,Elena Julve Pérez
272449,Pablo Barrios,Men's Football,180,75,23,1,Pablo Barrios Rivas
273946,Korbin Shrader,Women's Football,180,75,22,21,Korbin Shrader
275298,Aleksandar Pavlović,Men's Football,180,75,22,17,Aleksandar Pavlović
277427,Nico O'Reilly,Men's Football,180,75,21,5,Nico O'Reilly
277452,Edna Imade,Women's Football,180,75,25,1,Edna Imade
277926,Manaka Matsukubo,Women's Football,180,75,22,20,Manaka Matsukubo
279532,Jade Rose,Women's Football,180,75,23,44,Jade Rose
165153,Karim Benzema,Men's Football,180,75,38,2,Karim Benzema
183898,Ángel Di María,Men's Football,180,75,38,8,Ángel Di María
185122,Péter Gulácsi,Men's Football,180,75,36,29,Péter Gulácsi
188335,Ante Budimir,Men's Football,180,75,35,32,Ante Budimir
192448,Marc-André ter Stegen,Men's Football,180,75,34,17,Marc-André ter Stegen
192505,Romelu Lukaku,Men's Football,180,75,33,4,Romelu Lukaku
192984,Koen Casteels,Men's Football,180,75,34,4,Koen Casteels
198176,Stefan de Vrij,Men's Football,180,75,34,16,Stefan de Vrij
200888,Danilo Pereira,Men's Football,180,75,35,7,Danilo Luís Hélio Pereira
201024,Kalidou Koulibaly,Men's Football,180,75,35,52,Kalidou Koulibaly
203263,Harry Maguire,Men's Football,180,75,33,5,Harry Maguire
203574,John Stones,Men's Football,180,75,32,5,John Stones
204970,Florian Thauvin,Men's Football,180,75,33,2,Florian Thauvin
206517,Jack Grealish,Men's Football,180,75,31,5,Jack Grealish
207421,Leandro Trossard,Men's Football,180,75,31,4,Leandro Trossard
208418,Yannick Carrasco,Men's Football,180,75,33,4,Yannick Carrasco
208722,Sadio Mané,Men's Football,180,75,34,52,Sadio Mané
209499,Fabinho,Men's Football,180,75,32,10,Fábio Henrique Tavares
209981,Yassine Bounou,Men's Football,180,75,35,18,Yassine Bounou
210257,Ederson,Men's Football,180,75,33,10,Ederson Santana de Moraes
210406,Piotr Zieliński,Men's Football,180,75,32,11,Piotr Zieliński
210935,Domenico Berardi,Men's Football,180,75,32,9,Domenico Berardi
212194,Julian Brandt,Men's Football,180,75,30,17,Julian Brandt
213516,Ricardo Horta,Men's Football,180,75,32,7,Ricardo Jorge da Luz Horta
214979,Juan Musso,Men's Football,180,75,32,8,Juan Musso
216460,José María Giménez,Men's Football,180,75,31,26,José María Giménez
217870,Giovanni Di Lorenzo,Men's Football,180,75,33,9,Giovanni Di Lorenzo
219683,Corentin Tolisso,Men's Football,180,75,32,2,Corentin Tolisso
220502,Mattia Zaccagni,Men's Football,180,75,31,9,Mattia Zaccagni
220570,Jan Bednarek,Men's Football,180,75,30,11,Jan Bednarek
220697,James Maddison,Men's Football,180,75,29,5,James Maddison
220834,Marco Asensio,Men's Football,180,75,30,1,Marco Asensio Willemsen
227069,Elena Linari,Women's Football,180,75,32,9,Elena Linari
227072,Barbara Bonansea,Women's Football,180,75,35,9,Barbara Bonansea
227096,Lisa Boattin,Women's Football,180,75,29,9,Lisa Boattin
227204,Lola Gallardo,Women's Football,180,75,33,1,Dolores Gallardo Núñez
227236,André-Franck Zambo Anguissa,Men's Football,180,75,30,43,André-Franck Zambo Anguissa
227383,Kadeisha Buchanan,Women's Football,180,75,30,44,Kadeisha Buchanan
227776,Sandra Paños,Women's Football,180,75,33,1,Sandra Paños Garcia
229188,Vangelis Pavlidis,Men's Football,180,75,27,46,Vangelis Pavlidis
229391,Palhinha,Men's Football,180,75,31,7,João Maria Palhinha Gonçalves
229891,Julian Ryerson,Men's Football,180,75,28,3,Julian Ryerson
231677,Marcus Rashford,Men's Football,180,75,28,5,Marcus Rashford
232488,Cristian Romero,Men's Football,180,75,28,8,Cristian Romero
232656,Theo Hernández,Men's Football,180,75,28,2,Theo Hernández
233150,Leila Ouahabi,Women's Football,180,75,33,1,Leila Ouahabi El Ouahabi
233306,Dean Henderson,Men's Football,180,75,29,5,Dean Henderson
233556,Riccardo Orsolini,Men's Football,180,75,29,9,Riccardo Orsolini
233747,Sherida Spitse,Women's Football,180,75,36,16,Sherida Spitse
233756,Dominique Janssen,Women's Football,180,75,31,16,Dominique Janssen
234396,Alphonso Davies,Men's Football,180,75,25,44,Alphonso Davies
235243,Matthijs de Ligt,Men's Football,180,75,27,16,Matthijs de Ligt
236506,Marcos Senesi,Men's Football,180,75,29,8,Marcos Senesi
236610,Moise Kean,Men's Football,180,75,26,9,Moise Kean
237646,Daniel Muñoz,Men's Football,180,75,30,19,Daniel Muñoz
237673,Kailen Sheridan,Women's Football,180,75,31,44,Kailen Sheridan
238470,Sara Doorsoun,Women's Football,180,75,34,17,Sara Doorsoun
